lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
ns	crig	n	elbow				GL/25.3703	0.6.6
n	Cris-caron	place-name	Red Pass				RS/419.1110	
ns	crisg	adj	sharp [edged]	^			GL/27.0701	0.6.6
n	criss	n	cleft, cut, slash; pass				Ety/KIRIS.008	
s	criss	n	cleft				PE17/087.3906	
n	Crisaegrim	place-name					LR/301.3801	
s	Crissaegrim	place-name	*Cleft Mountain Peaks				LR/301.3501	
n	crist	n	cleaver, sword				Ety/KIRIS.018	
s	crist	n	cleaver				SA/ris.026-2	
ns	crista-	vb	to slash, cut, slice				GL/27.1101	0.6.6
n	critha-	vb	to reap				Ety/KIRIK.020	
n	crom	adj	left		1		Ety/KURÚM.007	
ns	crui	n	colour				GL/27.4101	0.6.7
ns	cruin	adj	coloured	^			GL/27.4301	0.6.7
ns	cruith	n	colour, complexion, appearance				GL/27.4201	0.6.7
n	crum	n	left hand		1		Ety/KUR.016	
n	crumguru	n	wiley, sinister, guilty				EtyAC/KUR.032	
n	crumui	adj	left-handed		1		Ety/KURÚM.009	
n	cû	n	arch, crescent				Ety/KUƷ.008	
s	cû	n	bow				PE17/122.3412	
s	cûd	n	foe	#			WJ/256.0506-2	
n	cuen	n	small gull, petrel, sea-bird				EtyAC/KWǢ.013	
n	cugu	n	dove				Ety/KŪ.012	
n	cuia-	vb	to live				SD/046.4110	
s	cuia-	vb	to live	#			Let/448.3412-1	
ns	cuid	adj	hostile	!		Röandil		0.8.05
ns	cuida-	vb	to bring to life, enliven, energize	!		Elaran		0.7.3
n	cuil	n	life				Ety/KUY.024	
ns	cuileb	adj	lively, ⚠️alive	^			GL/27.6501	0.6.6
ns	cuilvorn	n	lifetime				PE13/141.2705	0.6.6
n	cuin	adj	alive				Ety/KUY.026	
n	cuina-	vb	to be alive				Ety/KUY.042	
s	cuina-	vb	to be alive	#			Let/417.0807	
ns	cuinas	n	vitality, liveliness	^			GL/27.6701	0.6.6
n	cuio i Pheriain anann	phrase	long live the halflings				SD/046.4109	
s	cuio i Pheriain anann	phrase	may the Halflings live long				Let/448.3412	
ns	cuith	n	[biological process of] life, the vital principle; ⚠️living body				GL/27.6001	0.6.6
ns	cuithas	n	life (period of life); living, livelihood	^			GL/27.7001	0.6.6
ns	cui(w)	adj	awake, alert, ⚠️alive	^			GL/28.7901	0.6.6
n	cûl	n	flame	-	1		EtyAC/KUL.020	
s	cûl	n	load				RC/536.4106	
s	Cûl Bîn	place-name	Little Load				RC/536.41095	
ns	culuin	adj	golden-red, orange (in colour)	!		Paul Strack		0.7.9
s	Cûl Veleg	place-name	Bigload				RC/536.41055	
ns	cum	n	belly	!		Paul Strack	GL/34.0101	0.7.3
n	cum	n	mound, heap		1		Ety/KUB.008	
n	Cûm-nan-Arasaith	place-name	Mound of Avarice				SM/133.1208	
n	cûn	adj	bowed, bow-shaped, bent				Ety/KUƷ.020	
n	cunn	n	prince	†	1		Ety/KUNDŪ.006	
s	cund	n	*prince	^#			NM/304.1108	
ns	cungan(d)	n	viol(in), (lit.) bow-harp	!		Elaran		0.6.9
ns	cûr	n	cheese				PE13/140.8001	0.6.6
n	cúran	n	crescent moon		1		Ety/KUƷ.011	
ns	cúron	n	crescent moon	^			Ety/KUƷ.011	0.6.5
n	curu	n	cunning				Ety/KUR.008	
s	curu	n	skill (of the hand), craft, magic				PE17/083.2701	
n	Curufin	masc-name	Crafty				Ety/KUR.012	
s	Curufin	masc-name	*Skilled-Finwë				MRI/Curufin.001	
s	Curunír	masc-name	Man of Skill				LotR/1085.0105	
n	curunir	n	a man of craft, wizard				Ety/KUR.009	
s	curunír	n	wizard				PE22/151.0506	
s	Curunír ’Lân	masc-name	Saruman the White				UT/390.2909	
ns	curunis	n	witch	^		Elaran	GL/28.1501	0.7.5
ns	cútha-	vb	to deceive, lie	!		Paul Strack		0.6.5
s	Cúthalion	masc-name	Strongbow				LT2I/Beleg.011	
s	cýra-	vb	to renew				VT48/07.3009	
ns	cýranor	n	new sun after solstice	!		Echuidor		0.8.10.1
s	cýron	n	new-moon				VT48/07.1508	
s	cŷl	n	*renewal				VT48/08.1504	
s	cŷr	adj	renewed				VT48/07.1504	
n	dad	adv	down				Ety/DAT.006	
ns	dâd	n	grandfather				GL/29.4701	0.6.7
n	dadbenn	adj	downhill					
n	dadben	adj adv	downhill, inclined, prone				Ety/DAT.009	
ns	dadhir	adv	downstream	!		Rínor, Ellanto		0.8.12
ns	dadhra-	vb	to face, oppose, stand in way; to resist, thwart	!		Paul Strack	GL/47.4501	0.6.5
ns	dadhren	adj	opposing, facing, opposite	!		Paul Strack	GL/47.4101	0.6.5
ns	dadhren-	vb	to forget	!	1	David Salo, VQP		0.6.9
n	dae²	adv	very	-			EtyAC/DAƷ.007	
ns	dae	adv	very				EtyAC/DAƷ.007	0.6.9
n	daew	n	shadow		1			
n	dae¹	n	shadow (cast by an object or form), shade				Ety/DAY.017	
s	dae	n	shadow		1		SA/dae.001	
s	dae-	pref	dreadful, abominable, detestable				PE17/151.0303	
s	daebeth	n	blasphemy				PE17/151.0306	
n	Daedhelos	place-name	Shadow of Fear				Ety/DAY.020	
s	daedelos	n	horrible fear				LotR/1134.2505	
n	daedelu	n	canopy		1		Ety/TEL.049	
s	dael	n	horror				PE17/151.0208	
n	daen	n	corpse				Ety/NDAK.021	
n	doer	n	bridegroom		1		Ety/DER.031	
ns	daer	n	bridegroom	^			Ety/DER.031	0.6.5
n	daur	adj	great, large	-	1		EtyAC/DAƷ.017	
s	daer¹	adj	great, large				UT/264.4405	
s	daer²	adj	dreadful, abominable, detestable		1		PE17/151.0210	
s	Daeron	masc-name					LBI/Dairon.004	
ns	daetha-	vb	to praise	!	1	Ryszard Derdzinski, PPW		0.6.9
n	dâf	n	permission				Ety/DAB.014	
n	dag-	vb	to slay				Ety/NDAK.018	
s	dag-	vb	to slay	#			PE17/097.1813-1	
s	Dagmor	proper-name	?Slayer of Darkness				LB/350.1402	
n	Dagnir	masc-name					LRI/Dagnir.001	
s	Dagnir	masc-name	*Slayer				LBI/Dagnir.001	
s	dagnir	n	slayer, bane				PE17/097.1813	
ns	dagnis	n	slayer, bane (f.)	!		Fiona Jallings, FJNS		0.7.0
n	dagor	n	battle				Ety/NDAK.029	
s	dagor	n	battle				S/106.2909-1	
n	Dagor Aglareb	proper-name	Glorious Battle				LR/127.0603	
s	Dagor Aglareb	proper-name	Glorious Battle				S/115.3301	
n	Dagor Nirnaith	proper-name	Battle of Unnumbered Tears				LR/405.2201	
s	Dagor Arnediad	proper-name	Battle of Unnumbered Tears				WJ/022.0207	
n	Dagor Húr-Breged	proper-name	Battle of Sudden Fire				LR/132.0212	
n	Dagor Vregedúr	proper-name	Battle of Sudden Fire				Ety/BERÉK.024	
s	Dagor Bragollach	proper-name	Battle of Sudden Flame				LBI/Dagor Bragollach.001	
n	Dagor Delothrin	proper-name	Terrible Battle				LR/405.1701	
s	Dagor Dagorath	proper-name	*Battle of All Battles				SMI/Dagor Dagorath.001	
n	Dagorlad	place-name	Battle Plain				TI/389.2406	
s	Dagorlad	place-name	Battle-plain				LotRI/Battle of Dagorlad.001	
s	Dagorlind	masc-name	Singer in Battle				WJ/235.1807	
n	Dagor-os-Giliath	proper-name	Battle under Stars				LR/117.1904	
n	Dagor nuin Giliath	proper-name	Battle-under-Stars				Ety/NU.019	
s	Dagor-nuin-Giliath	proper-name	Battle-under-Stars				S/106.2909	
n	dagra-	vb	to battle				Ety/NDAK.032	
ns	dagras	n	slaughter	^			PE13/141.5701	0.6.5
ns	dagrassaeb	adj	bloodthirsty, (lit.) slaughter-hungry	!			GL/56.0601	0.6.8
ns	dagrassaeg	n	bloodthirstiness, (lit.) slaughter-hunger	!			GL/56.0501	0.6.9
s	deil	adj	beautiful, fine, delicate, lovely	†				
s	dail	adj	beautiful, fine, delicate, lovely				PE17/139.1808	
s	Dain	proper-name	*Nando				PE17/140.0705	
n	Dainthor	masc-name	Saviour of the Dani				LR/188.1903	
n	Dairuin	masc-name					LRI/Dairuin.001	
s	Dairuin	masc-name					LBI/Dairuin.001	
n	dam	n	hammer				Ety/NDAM.023	
s	aphed-	vb	to answer	|	1		PE17/166.2007	
ns	dambed-	vb	to answer	!		Fiona Jallings	PE17/166.2007	0.7.1
n	damma-	vb	to hammer				Ety/NDAM.026	
s	damen-	vb	to return		1			
s	dadwen-	vb	to return, go back		1		PE17/166.1704	
ns	dammen-	vb	to return, go back	^			PE17/166.1704	0.7.3
n	Damrod²	masc-name					WR/160.1502	
s	Damrod	masc-name					LotRI/Damrod.001	
n	Dân	n	Green-elf				Ety/DAN.018	
s	Dân	proper-name	*Green-elf				PE17/140.0703	
n	ad	prep	*against		1		TI/187.0708	
s	den	prep	?against		1			
s	dan	prep	back to, (back in return) against, down upon, back on, back again				LotR/0299.1806	
ns	dananna-	vb	to give back, return [something]	!		Fiona Jallings, FJNS		0.6.9
s	dandol-	vb	to return, come back				PE17/166.3309	
s	Danedhel	proper-name	*Nando				PE17/140.0701	
s	dangar-	vb	to undo				PE17/166.1515	
n	dangen	adj	slain				Ety/NDAK.023	
s	dangen	adj	slain				PE17/097.2404	
s	danbeth	n	*answer, (lit.) back-word	-	1		PM/395.1108	
s	dangweth	n	answer, *(lit.) back-report				PM/395.1811	
s	Dangweth Pengolodh	phrase	Answer of Pengoloð				PM/395.0201	
n	dant-	vb	to fall		1		Ety/DAT.027	
s	danna-	vb	to fall				PE17/062.0307	
ns	dannad	n	falling	!		Paul Strack	GL/30.2401	0.6.5
s	dannen	n	ebb, lowtide				VT48/26.0504	
n	dannen	adj	fallen				Ety/DAT.030	
ns	dannod-	vb	to untie, undo, unloose	!		Gilruin	GL/23.6905	0.8.08
n	dant	n	*fall	-			PM/135.4204	
s	dant	n	*fall				MR/373.2710	
s	Danathrim	collective-name	Danians				MR/169.2701	
s	Danwaith	collective-name					WJ/385.1202	
s	danwedh	n	ransom				S/203.1005	
n	dar-	vb	to stop, halt				Ety/DAR.007	
s	dar-	vb	*to stop, halt	#			LotR/0342.1301	
n	dartha-	vb	to wait, stay, remain, last, endure				Ety/DAR.012	
n	dath	n	hole, pit; steep fall, abyss				Ety/DAT.013	
n	dative	grammar					GG/10.0701	
s	dative	grammar					GG/10.0701	
n	dative pronouns	grammar						
s	dative pronouns	grammar						
n	daudh	n	pit	-	1		EtyAC/DAG.007	
n	daug	n	warrior, soldier (chiefly used of orcs)				Ety/NDAK.043	
s	Daur	masc-name	Frodo				Let/448.3506-1	
s	daur	n	league; †stop, pause				UT/279.2201	
s	Daur a Berhael, Conin en Annûn	phrase	Frodo and Sam, princes of the west				Let/448.3506	
ns	dav-¹	vb	to allow, yield, permit	!		Fiona Jallings, FJNS		0.6.9
ns	dav-²	vb	to judge	!	1	Fayanzār		0.6.9
n	daw	n	night-time, gloom		1		Ety/DOƷ.020	
s	de	pron	you				PE17/026.4314	
n	definite article	grammar					PE13/120.0201	
s	definite article	grammar					PE21/77.1913	
ns	degil	n	victor, winner	!		Ambar Eldaron		0.7.0
n	del	n	horror	#			Ety/DOƷ.067-1	
s	del	n	horror				SA/del.001	
ns	dêl	n	disgust	!		Ambar Eldaron		0.7.0
s	delch	adj	dense	-			PE17/017.1803	
ns	delch	adj	dense				PE17/017.1803	0.6.5
n	Delduthling	fem-name	Ungoliant, *(lit.) Horror Night Spider				Ety/DOƷ.067	
n	Math-Fuin-delos	place-name	Deadly Nightshade				SM/299.3301	
n	Gwathfuin-Daidelos	place-name	Deadly Nightshade				LR/133.2605	
n	Deldúwath	place-name	Deadly Nightshade				Ety/DYEL.034	
s	Deldúwath	place-name	Deadly Nightshade, (lit.) Horror of Night-shadow				S/155.0609	
n	deleb	adj	horrible, abominable, loathsome				Ety/DYEL.021	
n	deleg	n	sword?	-	1		EtyAC/DYELEK.004	
n	delia-	vb	to conceal		1		Ety/DUL.006	
n	delos	n	abhorrence, detestation, loathing		1			
n	deloth	n	abhorrence, detestation, loathing				Ety/DYEL.008	
s	deloth	n	abhorrence				SA/del.005	
n	delw	adj	hateful, deadly, fell		1		Ety/DYEL.025	
ns	delu	adj	hateful, deadly, fell	^			Ety/DYEL.025	0.6.5
s	delw	adj	thick (of a single thing)	-	1		PE17/017.1806	
n	dem	adj	sad, gloomy					
ns	dem	adj	sad, gloomy				Ety/DEM.005	0.6.5
n	demonstrative pronouns	grammar						
s	demonstrative pronouns	grammar						
n	Denethor	masc-name					SDI1/Denethor.001	
s	Denethor	masc-name					LotR/1116.3607	
s	dern	adj	tough, thrawn		1		PE17/046.0214	
ns	dertha-	vb	to complicate, (lit.) make difficult	!		Echuidor		0.8.10.1
s	Derufin	masc-name					LotRI/Derufin.001	
s	Dervorin	masc-name					LotRI/Dervorin.001	
n	dess	n	young woman	†	1		Ety/BES.074	
s	dev-	vb	to try				PE17/167.1510	
s	dew-	vb	to fail, miss	#			PE17/151.2310	
s	dha	vb	there is		1		PE22/165.2318	
n	dî	n	woman, bride, lady	†			Ety/BES.050	
ns	dî	n	woman, ⚠️lady, bride			Elaran	Ety/BES.050	0.7.9
n	di	prep	in				EtyAC/NDI.012	
s	di¹	prep	beneath (not touching), under				LotR/0729.4004	
s	di²	prep	with	|	1		PE17/095.0102	
n	dialects	grammar						
s	dialects	grammar					PE17/133.0901	
s	díhena-	vb	*to forgive	#			VT44/22.1411	
s	-nil	suf	friend, lover	#				
s	-dil	suf	friend, lover	#			PE17/027.2411-2	
n	dîl	n	stopper, stopping, stuffing				Ety/DIL.009	
n	dilia-	vb	to stop (up)				Ety/DIL.017	
ns	dilith	n	friendship	!		Elaran		0.8.04.3
ns	dim	n	gloom, sadness				Ety/DEM.009	0.6.5
s	dim	n	stair	#			S/220.0104-1	
s	Dimbar	place-name	*Sad Home				LT2I/Dimbar.001	
s	Dimrost	place-name	Rainy Stair				LT2I/Dimrost.001	
s	tîn³	adj	silent, quiet					
s	dîn	n	silence; silent, quiet				LB/354.3006	
n	dîn	n	opening, gap, pass in mountains				Ety/DEN.006	
n	Din-Caradras	place-name	*Pass of Caradhras				Ety/DEN.014	
n	Din-Dûhir	place-name					Ety/DEN.015	
n	dínen	adj	silent					
s	tínen	adj	silent		1			
s	dínen	adj	silent				NM/364.2301	
n	Dineth	fem-name	Nessa				Ety/NETH.031	
n	dineth	n	bride				Ety/NĪ¹.093	
s	Dior	masc-name					LotRI/Dior.001	
n	diphthongs	phonetic-group					PE22/034.1501	
s	diphthongs	phonetic-group					LotR/1116.1403	
s	diphthongs [yi], [yu] became [ui]	phonetic-rule						
n	dîr	n	man, adult male; agental suffix	†			Ety/BARÁD.057	
s	dîr¹	n	man				PE17/060.2311	
s	dîr²	adj	hard, difficult				PE17/154.1402	
n	diragath	?						
n	diragas	?	[unglossed]				RS/451.3503	
n	dir avos-eithen miriel	phrase					RS/394.1100	
s	dirbedui	adj	hard to utter, difficult to pronounce				PE17/154.1504	
n	direct objects	grammar						
s	direct objects	grammar						
s	Dírhael	masc-name	*Wise Man				LotRI/Dírhael.001	
s	dírnaith	n	wedge-shaped battle-formation, (lit.) man-spearhead				UT/272.2808	
n	-dis	suf	feminine agent	#			Ety/MEL.040-2	
n	dîs	n	bride				Ety/BES.051	
s	dissimilation of dental spirants	phonetic-rule						
ns	dod	n	berry				GL/30.2001	0.6.5
ns	dod-	vb	to drop, ⚠️fall down				GL/30.2101	0.6.5
n	Dolad	place-name					Ety/NDOL.018	
n	Barad Amroth	place-name	Castle Amroth				WR/423.2403	
n	Dol Amroth	place-name					SDI1/Dol Amroth.001	
s	Dol Amroth	place-name	*Hill of Amroth				LotRI/Amroth.012	
n	Dolbaran	place-name					Ety/BARÁN.018	
s	Dol Baran	place-name	*Bare Hill				LotRI/Dol Baran.001	
n	dolen	adj	hidden, secret				Ety/DUL.013	
s	dolen	adj	hidden				SA/gond.052	
s	Dol Guldur	place-name	Hill of Sorcery				LotRI/Dol Guldur.001	
n	dôl	n	head, hill		1		Ety/BARÁN.018-1	
s	dol(l)	n	head, hill				PE17/032.1204	
n	dolt²	adj	obscure					
n	doll	adj	obscure, dark, dusky, hidden, secret				Ety/DUL.034	
ns	dollon	n	phoneme, underlying sound, (lit.) hidden-sound	!		Ellanto		0.8.09.2
s	Dolmed	place-name	Wet Head				SA/dol.015	
ns	dolph	n	mole	^			GL/30.3201	0.8.01
n	dolt¹	n	round knob, boss				Ety/NDOL.020	
s	Dol Tarlang	place-name	Tarlang’s Head				RC/536.4102	
n	doltha-	vb	to conceal				Ety/DUL.008	
n	Dolwethil	fem-name	(Woman of) Secret Shadow				Ety/THUR.043	
s	dom	adj	blind	|			PE22/153.4112	
ns	dom	adj	blind				PE22/153.4112	0.6.5
s	donn	n	fist					
s	dond	n	fist				VT47/23.0811	
n	donn	adj	swart, swarthy; shady, shadowy				Ety/DUN.011	
n	-dor	suf	*king, lord				Ety/KHŌ-N.009-2	
s	-dor	suf	*king, lord				Let/427.2801-2	
n	dôr	n	land, dwelling-place, region where certain people live				Ety/NDOR.034	
s	dôr	n	land				Let/417.0804-1	
n	Dor Granthir	place-name	Land of Cranthir				LR/265.2406	
s	Dor Caranthir	place-name	Land of Caranthir				RSI/Dor Caranthir.001	
s	Dor-Cúarthol	place-name	Land of Bow and Helm				LBI/Dor-Cúarthol.001	
n	Dor-Daideloth	place-name	Land of (the Shadow of) Dread, Loathly Land				Ety/DYEL.018	
s	Dor Daedeloth	place-name	Land of Great Dread; Land of Shadow of Horror				LT2I/Dor Daedeloth.001	
s	Dor Dínen	place-name	Silent Land				S/121.3304	
s	Dor-en-Ernil	place-name	Land of the Prince				UT/245.1804	
n	Gwerth-i-Cuina	place-name	(Land of) the Dead that Live				LR/305.1706	
n	Dor Firn i Guinar	place-name	Land of the Dead that Live				Ety/KUY.046	
s	Dor Firn-i-Guinar	place-name	Land of the Dead that Live				S/188.1610	
s	dorgannas	n	shapes of the lands, *geography				WJ/192.0206	
s	Dorgannas Iaur	proper-name	[Account of the] Shapes of the Lands of Old				WJ/192.02055	
ns	dorgant	n	landscape, scene, *(lit.) land-shape	^			GL/30.4601	0.6.8
n	Gyrth-i-Guinar	proper-name	Dead that Live				LR/305.3401	
s	Dor Gyrth i Chuinar	place-name	Land of the Dead that Live				Let/417.0804	
s	Dor Haeron	proper-name					PM/273.3502	
n	Doriath	place-name	Land of the Cave				Ety/GAT(H).006	
s	Doriath	place-name	Land of the Fence				LotRI/Doriath.001	
n	Doriathrin	proper-name					LRI/Doriathrin.001	
s	Doriathrin	proper-name					PE17/128.0606	
s	Dor-i-Ndainn	place-name	*Land of the Nandor				PE17/141.1702	
n	Dor-na-Thuin	place-name	Land of Pines				Ety/THŌN.047	
s	Dor i Thuin	place-name					PE17/081.3601	
s	Dor Lindon	place-name					WJI/Dor Lindon.001	
n	Dor-lómen	place-name					Ety/LAM.027	
n	Dorlamren	place-name					Ety/LAM.033	
s	Dor-lómin	place-name						
s	Dorloven	place-name	*Echoing Land				PE17/133.0412	
s	norn	adj n	hard; dwarf		1		MR/093.0407	
s	dorn	adj n	tough, stiff, thrawn, obdurate; Dwarf				PE17/181.3201	
s	Dor-na-Daerachas	place-name	Land of Great Dread				WJ/187.3107	
n	Dor-na-Fauglith	place-name	Land of (Gasping) Thirst				Ety/PHAU.015	
s	Dor-nu-Fauglith	place-name	Land under Choking Ash				LT2I/Dor-nu-Fauglith.001	
s	Dor-Rodyn	place-name	*Land of the Valar				MR/200.2607	
n	Dor-tathrin	place-name					SMI/Nan Tathrin.003	
n	dortha-	vb	to dwell, stay				Ety/NDOR.036	
n	Taur-na-Danion	place-name	Forest of Pines				LR/127.3104	
s	Dorthonion	place-name	Land of Pines				LBI/Dorthonion.001	
n	Dorwinion	place-name					LRI/Dorwinion.001	
s	Dorwinion	place-name	Young-land country, land of Gwinion				PE17/054.2805	
n	dost	?	?brown/?burn		1		EtyAC/DUS.003	
ns	dov-	vb	to lie heavy	!		Elaran		0.7.0
n	dufui	adj	gloomy					
n	dofn	adj	gloomy		1		Ety/DUB.023	
ns	dovn	adj	gloomy	^			Ety/DUB.023	0.6.5
ns	drab	n	labour, toil, irksome work				GL/30.6301	0.6.8
ns	drab-	vb	to labour, work; (impersonal) to irk, annoy				GL/30.6401	0.6.8
ns	drabol	adj	labouring	^			GL/30.7201	0.6.8
n	dram	n	heavy stroke, heavy blow				Ety/DARÁM.005	
n	drambor	n	clenched fist; blow with a fist				Ety/DARÁM.024	
n	draug	n	wolf				Ety/DARÁK.007	
s	draug	n	wolf				SA/draug.001	
n	Draugluin	masc-name	Werewolf				LRI/Draugluin.001	
s	Draugluin	masc-name	*Blue (Were)wolf				LT2I/Draugluin.001	
ns	drauth	adj	[G.] weary, toilworn, tired; ⚠️[ᴱN.] labour				PE13/142.4201	0.6.8
ns	drautha-	vb	to weary, tire out				GL/30.6901	0.6.8
ns	drauthas	n	[wearisome] toil, weariness from labour	^			GL/30.6601	0.6.8
ns	drauthiel	adj	arduous, labourious	^			GL/30.7301	0.8.08
n	drava-	vb	to hew				Ety/DARÁM.015	
n	drafn	n	hewn log		1		Ety/DARÁM.021	
ns	dravn	n	hewn log	^			Ety/DARÁM.021	0.6.5
s	drega-	vb	to flee	#			UT/065.2909	
n	Drengist	place-name	Nearufléot				SM/210.2101	
s	Drengist	place-name					MRI/Drengist.001	
n	dring	n	hammer	#			Ety/DRING.012-2	
s	dring	n	hammer	#			PE17/084.3502-2	
n	dringa-	vb	to beat				Ety/DRING.007	
ns	drinna-	vb	to turn, twist	^			GL/30.8001	0.6.8
ns	drint	n	twist, wrench, turn				GL/30.8201	0.6.8
ns	drô	n	wheel track, rut				GL/31.1301	0.8.10.1
ns	drogol	n	cart	^			GL/31.1101	0.8.10.1
s	Drû	proper-name	Wose				PE17/099.1307	
n	Druadan	proper-name					SDI1/Druadan.001	
s	Drúadan	proper-name	Wose, (lit.) Wild-man				LotRI/Drúadan Forest.001	
s	Drûn	place-name					LB/350.1901	
s	Drúnos	proper-name	a family of the Drû-folk				UT/385.3610	
s	Drúwaith	place-name	the wilderness of the Drû-folk				UT/385.3704	
s	Drúwaith Iaur	place-name	Old Púkel-land				RC/lxiv.3602	
n	dû	n	night, night-fall, late evening				Ety/DOƷ.024	
s	dû	n	night, dimness; dim, dark				NM/283.2508	
n	dual nouns	grammar					GG/10.3210	
s	dual nouns	grammar					Let/427.1609	
n	dú(w)ath	n	night-shade				Ety/DOƷ.039	
s	duwath	n	night shadow, dark/black shadow					
s	dúath	n	night shadow, dark/black shadow				NM/283.2510	
ns	dúda-	vb	to lower [something]	!		Paul Strack		0.7.0
ns	duia-	vb	to descend, sink, set [of sun]	!		Paul Strack	PE13/151.3705	0.7.0
ns	duidhrad	n	canal	^			GL/31.2101	0.6.8
s	Duilin	masc-name					LotRI/Duilin.001	
s	Duilwen	place-name	*Fresh-river				SI/Duilwen.001	
n	duin	n	water, river				EtyAC/DUI.010	
s	duin	n	(large) river				LotR/1138.2010	
s	Duin Dhaer	place-name					WJ/191.2909	
s	duinen	n	flood, high tide				VT48/26.0412	
s	Duinhir	masc-name	*River Lord				LotRI/Duinhir.001	
ns	duiniant	n	aqueduct	^			GL/31.2001	0.6.8
n	duirro	n	*river-bank				EtyAC/RAMBĀ.009	
n	duilin	n	nightingale					
n	dúlin(n)	n	nightingale				Ety/DOƷ.065	
s	dúlin	n	nightingale				SA/dú.017	
n	dûn	n	west				Ety/NDŪ.039	
s	dûn	n	west				LotR/1116.0404	
s	dúnad	n	descent				NM/364.2801	
s	Dúnadan	proper-name	Man of the West				Let/282.2106	
s	Dúnad in Gyrth	place-name	Descent of the Dead				NM/364.2800	
s	Dúnedel	proper-name			1		PE17/142.0302	
s	Dúneglon	proper-name			1		PE17/141.1308	
s	Dúnedhel	proper-name	West-Elf				PE17/140.1006	
ns	dúnen	adj	western	!		Röandil		0.8.09.1
n	Dûr	masc-name					EtyAC/NDEW.015	
n	dûr	adj	dark				Ety/DOƷ.042	
s	dûr	adj	dark (with evil implications), gloomy, hellish				PE17/022.4112	
n	Durion	proper-name	Dark-elf				Ety/DOƷ.055	
n	Dureledh	proper-name	Dark-elf				Ety/DOƷ.059	
n	Durthang	place-name					SD/033.2013	
s	Durthang	place-name	Dark Oppression				LotRI/Durthang.001	
ns	dúvad	n	supper, dinner	!			GL/31.3901	0.6.6
ns	dúvechuior	n	nocturnal animal, (lit.) night-waker	!		Echuidor		0.8.10.23
n	dúven	n	*sunken, western		1		Ety/NDŪ.051	
s	dýgar	n adj	mistaken act; doing a wrong thing				PE17/151.2216	
s	dŷl	n	mistake				PE17/151.2202	
s	dŷr	adj	mistaken, off point, not right				PE17/151.2206	
s	e	pron	he				AotM/062.5905	
n	-eb	suf	adjective suffix				Ety/AKLA-R.020-1	
s	-eb	suf	adjective suffix				WJ/337.2409-3	
ns	eb	prep	save, except	!		Elaran		0.6.9
n	Ebloer	n	June, ?Before-summer		1		PM/136.0103	
s	Eblaer	n	June, ?Before-summer		1		PM/136.1606	
n	ech	n	spine, *spiny quill or bristle				Ety/EK.039	
s	ech	pron	?you, yourself (singular)				PE17/046.3002	
s	echad	n	camp				UT/153.0205-1	
n	echad-	vb	to fashion, shape; make				Ety/KAT.045	
s	echad-	vb	to form, make, shape, cut out; (lit.) to shape out				LotR/0305.0509	
s	Echad i Sedryn	place-name	Camp of the Faithful				UT/153.0205	
n	echain	adj	new, built again				TI/424.2604	
s	Echil	collective-name	Followers				WJ/219.4110	
s	echil	n	follower	#			WJ/219.4110-1	
s	echor	n adj	outer circle; encircling				RC/512.2610	
s	Echoriath	place-name	Encircling Mountains, (lit.) Encircling Fence				S/138.3101	
n	echui(w)	n	awakening				Ety/KUY.028	
s	echui	n	awakening				SA/cuivië.007	
ns	echuia-	vb	to awaken, wake up (intr.)	!		Fiona Jallings	GL/29.1201	0.6.9
ns	echuida-	vb	to wake up (trans.), waken, rouse	!		Fayanzār		0.6.9
n	echuir	n	early Spring, (lit.) stirring				PM/135.4102	
s	echuir	n	early Spring, (lit.) stirring				LotR/1107.4309	
ns	echuira-	vb	to come to life	!	1	Elaran		0.7.0
ns	echuiru-	vb	to come to life	!				0.6.6
n	ecthel	n	?point (of spear)		1		Ety/STELEG.008	
n	Ecthelion	masc-name					Ety/EK.016	
s	Ecthelion	masc-name	?One with Sharp Will				LotR/1116.3701	
ns	ecthelorn	n	spruce, fir-tree	!		Hialmr		0.6.9
n	-ad	suf	gerund					
n	-ed	suf	gerund				Ety/KWAT.013-2	
s	-ad²	suf	gerund					
s	-ed¹	suf	gerund	#			S/113.2012-3	
n	ed-	pref	forth, out				Ety/ET.008	
s	ed¹	prep pref	out, out of				PE17/051.3808-2	
s	-ed²	suf	3rd person singular possessive suffix				PE17/046.2601	
s	ed²	pron	*it				VT50/15.0505	
n	tadol	adj	double		1		Ety/TATA.008	
s	edaid	adj	double				VT42/26.4114	
ns	edanna-	vb	to publish, (lit.) out-give	!		Cellindir, NotD		0.8.07
n	Edegil	proper-name	Seven Stars				Ety/OT.014	
s	Edel	n			1		PE17/142.0902	
s	Edelbar	place-name	*Elf-home		1		PE17/142.0305	
n	eden	adj	new, begun again				Ety/AT(AT).097	
s	Edenedair	collective-name	Fathers of Men				MR/373.2204	
s	Edennil	masc-name	Friend of Men				MR/305.1003	
n	Edhel	n	firstborn, eldest	-	1		EtyAC/EDE.022	
n	Eledh	n	Star-folk, Elf				Ety/ELED.010	
s	Elen	n	Elf	†				
s	Eledh	n	Elf	†			Let/281.2701	
s	Edhel	n	Elf				LRI/Edhil.001	
s	Edhelharn	masc-name	Elfstone				AotM/062.5201	
s	edhellen	adj	elvish				LotR/0307.1302	
s	Edhellond	place-name	Elf-haven				PMI/Edhellond.001	
s	Edhellos	fem-name	Elven-flower				PM/346.1905	
