lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
q	cilmë	n	choice, choosing				MR/470.2101-2	
q	cilmessë	n	self-name	#			PM/339.3503	
nq	ciloltar	n	breeder, (lit.) choice-raiser	!		Luinyelle		0.8.12
nq	húmeter	n	kilometre, km	!	1	NQ-Wiki		0.6.9
nq	cilometer	n	kilometer	!		NQ-Wiki		0.6.9
nq	cilta-	vb	to divide, separate	!		ABNW, NQNT		0.6.9
nq	ciltië	n	division, separation	!		Helge Fauskanger, NQNT		0.7.0
eq	kim-	vb	to heed				GL/38.8706	
mq	kim-	vb	to find		1		PE22/108.3721	
nq	cim-	vb	[ᴱQ.] to heed, *obey; ⚠️[ᴹQ.] to find				PE22/108.3721	0.8.11
q	címa	n	edge of a cutting weapon/tool				PE22/149.0401	
q	cimba	n	edge, brink				PE22/149.0305	
nq	cimba-	vb	to care	!		Helge Fauskanger, NQNT		0.7.0
nq	cílëa	adj	edged	!	1	Helge Fauskanger, NQNT		0.7.0
nq	maicëa	adj	edged	!	1	Helge Fauskanger, NQNT		0.7.0
nq	címëa	adj	edged	!				0.7.0
nq	ciminqua	adj	attentive, heedful	!	1	Kevin B Walsh, VQP		0.6.9
nq	Cimrinórin	adj n	Welsh	!		NQ-Wiki		0.6.9
q	cinta	adj	small		1		PE17/157.2104	
eq	kiri-	vb	to cleave; *to sail				MC/216.1403	
q	cir-	vb	to cut	#			MC/221.4003	
eq	kalka	n	sickle		1		PME/047.2107	
mq	kirka	n	sickle				Ety/KIRIK.003	
q	circa	n	sickle				S/048.2813-2	
eq	kinda	n	splinter		1		QL/047.0801	
nq	cirda	n	splinter, wood shaving	^			QL/047.0801	0.6.6
q	Ciriáran	proper-name	Mariner King, *(lit.) Ship King				PM/341.0907	
eq	kilk-	vb	to gather, reap		1		QL/047.2001	
nq	cer-	vb	reap	!	1	Petri Tikka, PPQ		0.6.9
nq	cirihta-	vb	to reap, harvest	!		Helge Fauskanger, NQNT	QL/047.2001	0.6.6
nq	cerihtando	n	reaper	!	1	Helge Fauskanger, NQNT		0.7.0
nq	cirihtor	n	reaper	!				0.7.0
q	cirincë	n	scarlet-plumed species of bird	#			NM/337.0605	
q	Cirion’s Oath	text					UT/305.1400	
q	cirma	n	knife	#			PE22/149.0408-1	
q	cirmacin	n	knife-edge				PE22/149.0408	
eq	kirya	n	ship, boat				MC/213.1903	
mq	kirya	n	ship, boat				Ety/KIR.003	
q	cirya¹	n	(sharp-prowed) ship; swift gliding				Let/427.2015	
mq	kilya	n	cleft, pass between hills, gorge; chasm		1		Ety/KIL.006	
q	cirya²	n	cleft, pass				RGEO/62.0805	
nq	ciryacarmen	n	shipyard	!		Ellanto		0.8.10.23
q	Ciryaher	masc-name	*Ship Lord				LotRI/Hyarmendacil I.004	
q	ciryalya tar	phrase	your ship, sir				PE17/058.1703	
eq	veniel	n	mariner		1		QL/100.8201	
q	ciryamo	n	mariner				UT/008.3410	
nq	ciryampa	n	anchor, (lit.) boat-hook	!		Helge Fauskanger, NQNT		0.7.0
q	Ciryandil	masc-name	*Ship Lover				LotRI/Ciryandil.001	
q	ciryando	n	sailor				PE17/058.4508	
nq	ciryapanda	n	haven, (lit.) ship-enclosure	!	1	Boris Shapiro, PPQ		0.6.9
mq	vainar	n	sailor	†	1		PE21/17.0410	
mq	veaner²	n	sailor		1		PE21/17.0510	
q	ciryaquen	n	shipman, sailor				WJ/372.2302	
eq	kiryassea	adj	what is on board ship				PE14/047.1611	
nq	ciryassëa	adj	*ship-board, on-board, [ᴱQ.] what is on board ship				PE14/047.1611	0.8.10.1
nq	ciryasta	n	fleet (of ships)	!		Raccoon		0.8.02
nq	(cirya)talan	n	deck (of a ship), main deck	!		Parmandil		0.8.09.2
q	Ciryatan	masc-name	Shipbuilder, Shipwright				LotR/1035.3207	
mq	kiryahto	n	shipwright				PE18/062.2507	
q	ciryatan	n	shipbuilder, shipwright				S/265.3310	
q	Ciryatur	masc-name	*Ship-master				UT/239.1904	
q	cirya tyulma	phrase	a ship-mast, ship’s mast, mast of an unspecified ship or any ship				PE21/80.0910	
q	Vëandur	masc-name					PMI/Vëandur.001	
q	Ciryon	masc-name					PMI/Ciryon.001	
q	cíta-	vb	to suppose		1		VT49/19.2216	
eq	kitya-	vb	to tickle				QL/047.1401	
nq	citya-	vb	to tickle				QL/047.1401	0.6.6
eq	kityasta	n	tickling		1			
eq	kityale	n	tickling				QL/047.1501	
nq	cityalë	n	tickling				QL/047.1501	0.6.6
eq	kityalea	adj	ticklish, susceptible, sensitive				QL/047.1601	
nq	cityalëa	adj	ticklish, susceptible, sensitive				QL/047.1601	0.6.6
eq	tyú(ta)	n	thigh		1		PE13/154.7307	
mq	tyúka	n	thigh		1		PE21/08.0403	
mq	tiuko	n	thigh				Ety/TIW.018	
mq	kiuka	n	thigh				PE19/054.3208	
q	cyúca	n	*thigh		1			
q	ciuca	n	*thigh		1		PE19/107.2711	
q	cöa	n	house; outhouse, shed, hut, booth; building used for a dwelling or other purposes; †body				PE17/107.3808	
q	cöacalina	n	light of the house, indwelling spirit				MR/250.2906	
nq	cöacolindo	n	snail, (lit.) house-bearer	!		Lokyt		0.8.07
eq	indor	n	master of house		1		LT2A/Idril.116	
nq	cöantur	n	householder, master of the house	!		Helge Fauskanger, NQNT	LT2A/Idril.116	0.7.0
nq	coilemma	n	fossil, biological artifact/relic	!		Röandil		0.8.09.1
q	lerembas	n	bread taken on leaving home (for a long journey)		1		PE17/052.1306	
q	coimas	n	life-bread, lembas				PM/395.1403	
q	coimen	n	life-year				NM/084.3312	
eq	koina	adj	living, alive				LT1A/Koivië-néni.021	
mq	kuina	adj	alive		1		Ety/KUY.011	
nq	coina	adj	alive, ⚠️living				Ety/KUY.011	0.6.6
nq	cuingolmë	n	biology	!	1	NQ-Wiki		0.6.9
nq	coingolmë	n	biology	!		Paul Strack		0.7.9
eq	koi	n	life					
eq	koile	n	life					
eq	koito	n	*life					
eq	koire	n	life		1		LT1A/Koivië-néni.015	
mq	koire	n	Stirring				PM/134.2801	
q	coirë	n	stirring, early spring				LotR/1107.4111	
eq	koirea	adj	alive, lively				LT1A/Koivië-néni.022	
q	coirëa	adj	living				PM/399.2801	
q	coirëa quenya	phrase	living speech				PM/399.2800	
mq	koita-	vb	to live, be alive, have life				PE22/103.2214	
q	coita-	vb	*to live, be alive, have life	#			PE22/152.0202	
eq	koiva	adj	awake; lively, living				GL/29.1802	
nq	coiva	adj	lively, ⚠️living; awake				GL/29.1802	0.6.6
nq	coivenqua	adj	lively, vibrant, vivacious, (lit.) full of life	!		Röandil		0.8.04
eq	koivie	n	awakening; liveliness				GL/29.1902	
mq	kuile	n	life, being alive		1		Ety/KUY.007	
q	coivë	n	life		1			
q	cuivië²	n	life		1			
q	coivië	n	life				CPT/1296.3305	
q	Coiviénenessë cennë Eldali liltalar	phrase	at the Water of Awakening (he) saw Elves dancing				PE23/134.0700	
eq	tala-	vb	to carry, bring; to weigh (intr.)		1		QL/088.4701	
eq	yulu-	vb	to carry		1		GL/38.0506	
q	col-	vb	to bear, *carry, wear	#			PE22/155.2107-1	
q	colba	n	*womb	#	1			
q	colbamarië	n	gestation, *(lit.) womb-residence		1		NM/091.1002	
q	colbanavië	n	gestation, *(lit.) womb-being				NM/120.0801	
eq	kolka	n	box				QL/047.5401	
nq	colca	n	box				QL/047.5401	0.7.0
nq	colcallë	n	phylactery, (lit.) little box	!		Helge Fauskanger, NQNT		0.7.0
eq	kóle	n	passivity, endurance, patience; a passive individual				QL/047.4601	
nq	cólë	n	passivity, endurance, patience; a passive individual				QL/047.4601	0.6.6
eq	kólema	n	patience, endurance; hardship				QL/047.4901	
nq	cólema	n	patience, endurance; hardship				QL/047.4901	0.6.6
eq	kólemaina	adj	patient				QL/047.5101	
nq	cólemaina	adj	patient				QL/047.5101	0.6.6
eq	kóleva	adj	passive				QL/047.4801	
nq	cóleva	adj	passive				QL/047.4801	0.6.6
q	cólima	adj	bearable, light (of burdens and things comparable, troubles, labors, afflications)				PE22/155.3414	
q	colindo	n	bearer	#			LotR/0953.2701-2	
q	colla	adj	borne, worn; vestment, cloak				MR/385.2906	
q	collo	n	cloak				SA/thin(d).011	
nq	colma	n	stretcher	!		Helge Fauskanger, NQNT		0.7.0
q	cólo	n	burden				VT39/10.1404	
q	coloitë	adj	capable of bearing, tolerant (of), enduring				PE22/155.2107	
q	coloitië	n	endurance, staunchness, fortitude				PE22/155.2307	
nq	cólolante	n	relief, (lit.) fall of the burden	!		Delle		0.8.10.23
eq	talanya	adj	burdened, weighed down, sad					
eq	talanda	adj	burdened, weighed down, sad		1		QL/088.5701	
nq	colonda	adj	burdened, weighed down, sad	!			QL/088.5701	0.6.8
eq	kolosta	n	cucumber				PME/047.6903	
nq	colosta	n	cucumber				PME/047.6903	0.6.8
eq	talta-	vb	to lade, burden, load charge; to enjoin; to oppress, weigh down		1		QL/088.4901	
nq	colta-	vb	to lade, burden, weigh down	!			QL/088.4901	0.6.8
eq	koluke	n	strainer				QL/047.5701	
nq	colucë	n	strainer				QL/047.5701	0.6.8
nq	comë	n	group	!		Arael		0.8.10
nq	cómë	n	file	!		Yitzik Penzev		0.6.9
eq	comitative	grammar						
mq	comitative	grammar					PE21/44.0810	
q	comitative	grammar					PE21/44.0810	
eq	comparative	grammar					PE14/047.2801	
mq	comparative	grammar					PE14/047.2801	
q	comparative	grammar					PE14/047.2801	
mq	compounds	grammar						
q	compounds	grammar						
eq	compound tenses	grammar					PE14/057.2001	
mq	compound tenses	grammar	future-past				PE22/100.1801	
q	compound tenses	grammar					PE22/157.1001	
q	conta-	vb	[unglossed]	-			PE17/157.3609	
q	comya-	vb	to collect				PE17/157.3505	
eq	conceptual development	grammar						
mq	conceptual development	grammar						
q	conceptual development	grammar						
eq	conditional	grammar					PE16/128.1801	
mq	conditional	grammar					PE16/128.1801	
q	conditional	grammar					PE16/128.1801	
mq	conjunctions	grammar						
q	conjunctions	grammar						
eq	consonantal nouns	grammar					PE14/042.2801	
mq	consonantal nouns	grammar					PE21/02.3101	
q	consonantal nouns	grammar					PE21/02.3101	
mq	consonants	phonetic-group					PE22/065.0401	
eq	liquids	phonetic-group					PE14/041.1001	
mq	continuants	phonetic-group					PE19/033.0501	
q	continuants	phonetic-group					PE19/072.1001	
mq	copula	grammar					PE22/123.1001	
q	copula	grammar					PE21/77.3501	
q	coranar	n	(solar) year, (lit.) sun-round				LotR/1107.3403	
eq	korda	n	temple				LT1A/Kôr.036	
nq	corda	n	temple				LT1A/Kôr.036	0.6.6
nq	corda²	n	volume, single book (from a series)	!	1	Arael		0.8.12
nq	cordamo	n	cleric	!		NQ-Wiki		0.6.9
eq	kordon	n	idol				LT1A/Kôr.038	
nq	cordon	n	idol				LT1A/Kôr.038	0.6.6
eq	cor-eldarin-stress	grammar					PE12/004.2101	
mq	kolma	n	ring (?on finger)	-	1		EtyAC/KOL.002	
q	corma	n	ring	#			LotR/0953.2701-1	
q	Cormacolindor	collective-name	Ring-bearers				Let/448.3613	
q	Cormarë	proper-name	Ringday				LotR/1112.1305	
eq	korne	n	loaf				LT1A/korin.032	
nq	cornë	n	loaf				LT1A/korin.032	0.8.05
nq	coro	prep	around	!	1	Tamas Ferencz		0.6.9
q	Corollairë	place-name	Green Mound, *(lit.) Mound of Summer				MRI/Korolairë.001	
mq	koron	n	globe, ball				Ety/KOR.008	
q	coron	n	mound				SA/coron.001	
q	Coron Oiolairë	place-name	Mound Ever-summer				SA/coron.007	
nq	caraxo	n	skull, *(lit.) head-bone	!	1	Helge Fauskanger, NQNT		0.7.0
nq	coropë	n	skull	!	1	Damien Bador		0.6.6
nq	corpë	n	skull	!		Röandil		0.8.00
nq	corpecco	n	walnut, (lit.) skull-nut	!		Luinyelle		0.8.12.1
q	correlatives	grammar						
eq	konta-	vb	to roll up, roll, pack		1		QL/047.7301	
nq	corta-	vb	to roll (up), pack	^			QL/047.7301	0.6.6
nq	cortangwa	n	button, (lit.) circle-fastener	!		Parmandil		0.8.09.1
q	corto	n	circle	#			NM/351.4104-2	
nq	corya-	vb	to roll (intr.)	!		Luinyelle		0.8.12.1
eq	kosima	adj	debatable		1		QL/048.4101	
nq	costaima	adj	debatable	^			QL/048.4101	0.6.5
eq	kos	n	quarrel, dispute, the matter disputed, legal action		1		GL/42.0405	
nq	costë	n	quarrel, dispute; legal action	^		Helge Fauskanger, NQNT	GL/42.0405	0.6.5
nq	costula	adj	quarrelsome, belligerent	!		Tamas Ferencz		0.6.9
nq	notto	n	*enemy	?	1			0.6.5
q	cotto	n	*enemy	#			VT49/24.2003-2	
nq	cotwë	n	struggle, wrestling	!		Luinyelle		0.8.09.1
nq	cotya-	vb	to fight, make strife	!		Valerie		0.8.12.1
mq	counterfactual	grammar						
q	counterfactual	grammar						
nq	cucuollë	n	turtledove	!		Helge Fauskanger, NQNT		0.7.0
eq	fanóre	n	day-dream		1		QL/037.5001	
nq	cuilórë	n	day-dream, (lit.) awake-dream	!			QL/037.5001	0.6.5
eq	fanórea	adj	absent-minded		1		QL/037.5101	
nq	cuilórëa	adj	absent-minded, (lit.) day-dreamy	!			QL/037.5101	0.6.5
eq	koite	n	living thing, being, animal		1		LT1A/Koivië-néni.018	
q	cuiva	n	animal	-#	1		NM/274.1207	
q	cuima	n	creature, animal	#	1		PE22/153.4013	
nq	cuina-	vb	to live, be alive	!	1	ABNW		0.6.9
nq	cuiru-	vb	to stir (to wakefullness)	!	1	Röandil, Arael		0.8.09.1
q	cuita-	vb	to live				PE22/154.1002	
nq	cuita-	vb	to waken, rouse; ⚠️to live				PE22/154.1002	0.6.6
nq	cuitar	n	alarm, device to waken somebody	!		Luinyelle		0.8.06
q	cuita’r parë	phrase	live and learn				PE22/154.1001	
eq	qíva	adj	awake		1		GL/29.1805	
nq	cuiva	adj	awake	!			GL/29.1805	0.6.6
nq	cuiva-	vb	to awake	!	1	ABNW		0.6.9
eq	qívie	n	awakening		1		GL/29.1903	
mq	kuive	n	awakening					
mq	kuivie	n	awakening				Ety/KUY.013	
q	cuivë	n	awakening					
q	cuivië¹	n	awakening				PE17/068.1613	
q	cuivië-lancassë	phrase	on the brink of life				VT42/08.0609	
eq	Koivie-néni	place-name	Waters of Awakening				GG/15.3413	
eq	Cuiviénen	place-name	Water of Awakening				LB/023.0307	
mq	Kuiviénen	place-name	Waters of Awakening				Ety/KUY.022	
q	Cuiviénen	place-name	Water of Awakening				LT1I/Cuiviénen.001	
q	Cuivienyarna	proper-name	Legend of the Awakening [of the Quendi]				WJ/420.3601	
eq	kuluin	n	goldfish		1		QL/049.1201	
nq	cullingwë	n	goldfish	^			QL/049.1201	0.6.6
nq	culmírë	n	sardius, carneol [carnelian], (lit.) orange-jewel	!		Helge Fauskanger, NQNT		0.7.0
q	culumalda	n	laburnum, *(lit.) orange-tree				RC/626.0405	
mq	Kulúrien	proper-name					LR/210.0101	
q	Culúrien	proper-name	*Golden Garland				MRI/Kulúrien.001	
nq	culvelyávë	n	pumpkin	!		Orondil		0.8.00
q	cúma	n	[unglossed]				PE17/122.3411	
eq	famba	n	belly, fat body		1		GL/34.0105	
nq	cumbo	n	belly	!		Helge Fauskanger, NQNT	GL/34.0105	0.7.0
nq	cumya-	vb	to empty	!		Orondil, Vyacheslav Stepanov		0.8.03
q	cúna	adj	bent, curved				MC/223.2310	
eq	kauta-	vb	to bend		1		MC/216.1901	
q	cúna-	vb	to bend				MC/222.2102	
mq	kundu	n	prince	†			Ety/KUNDŪ.004	
q	condo	n	lord		1			
q	cundo	n	lord, guardian				PE17/113.2601	
eq	kúne	n	crescent, bow, arch				LT1A/Uolë Kúvion.028	
nq	cúnë	n	crescent, arch, ⚠️bow				LT1A/Uolë Kúvion.028	0.6.5
eq	salaqintl	n	violin, (lit.) thrumsqueak-er					
eq	salaqíne	n	violin, (lit.) thrumsqueak-er		1		QL/081.4701	
nq	cungandë	n	violin, (lit.) bow-harp	!		Elaran	QL/081.4701	0.6.8
q	cunta-	vb	to rule	|				
q	cunya-	vb	to rule	|			PE17/117.4109	
nq	cunya-	vb	to rule, *govern, reign over				PE17/117.4109	0.6.5
nq	cupta	n	deception, lie	!		Shihali		0.6.5
nq	cupta-	vb	to deceive, lie	!		Shihali		0.6.5
nq	hurulë	n	deception	!	1	Helge Fauskanger, NQNT		0.7.0
nq	cuptalë	n	deception, deceit	!				0.7.0
nq	enwacuvindo	n	liar, cheater	!	1	Tamas Ferencz		0.6.9
nq	hurindo	n	liar	!	1	Helge Fauskanger, NQNT		0.6.9
nq	cuptamo	n	liar, deceiver	!				0.6.9
q	curo	n	skillful (?device)				VT41/10.2905	
eq	kuru	n	magic, wizardry				LT1A/Tolli Kuruvar.002	
q	curu	n	skill				SA/curu.001	
q	Curufinwë	masc-name	*Skilled-Finwë				MR/217.1011	
q	Curumo	masc-name	*Skilled-one				UT/401.2002	
eq	kuruni	n	witch				LT1A/Tolli Kuruvar.027	
nq	curuni	n	witch, *sorceress, female magician (not necessarily evil)				LT1A/Tolli Kuruvar.027	0.6.5
nq	curwa	adj	cunning, skillful	!		Luinyelle		0.8.04
mq	kurwe	n	craft				Ety/KUR.004	
q	curwë	n	skill of the hand, technical skill and invention				PM/344.0903	
nq	curwesta	n	technology	!		NQ-Wiki		0.6.9
nq	curya	adj	potent, powerful, strong (as function of craft or cunning)	!	1	Röandil		0.8.04.3
q	cuv-	vb	to conceal, hide	#			PE22/155.2504-1	
q	cúvima	adj	concealable				PE22/155.3604	
q	cuvo	n	hider	#			PE22/155.2608-2	
q	cuvoitë	adj	hiding, secretive; treacherous				PE22/155.2504	
q	-da	suf	product of an action					
eq	Dani	collective-name	Danes				LT2/306.1908	
eq	dative	grammar					PE16/113.2710	
mq	dative	grammar					PE21/03.3101	
q	dative	grammar					PE21/03.3101	
eq	declension for number	grammar						
mq	declension for number	grammar						
q	declension for number	grammar						
eq	definite and indefinite article	grammar					PE14/042.0601	
mq	definite article	grammar					PE23/098.2006	
q	definite article	grammar					PE23/134.2301	
mq	definiteness and the genitive/possessive	grammar						
q	definiteness and the genitive/possessive	grammar						
eq	demonstrative pronouns	grammar					PE14/054.2401	
mq	demonstrative pronouns	grammar					PE14/054.2401	
q	demonstrative pronouns	grammar					PE14/054.2401	
eq	derived verbs	grammar					PE14/056.3309	
mq	derived verbs	grammar					PE22/114.1501	
q	derived verbs	grammar					PE22/156.0301	
eq	die	n	yesterday		1		QL/105.6401	
eq	dienda	n	day before yesterday, (lit.) yesterday’s yesterday		1		QL/105.6901	
eq	diéra	adj	yesterday’s; (mostly in sense) bygone, over, passed		1		QL/105.6601	
eq	diminutive	grammar						
eq	diphthongs	phonetic-group					PE12/007.1601	
mq	diphthongs	phonetic-group					PE19/054.0401	
q	diphthongs	phonetic-group					LotR/1116.1103	
eq	diphthongs usually reduced before consonant clusters	phonetic-rule					PE12/007.0901	
eq	dual nouns	grammar					PE14/052.0202	
mq	dual nouns	grammar					PE21/44.0801	
q	dual nouns	grammar					Let/427.4001	
q	-e	suf	plural of adjectives				PE17/076.2112	
eq	a-¹	pref	it; 3rd sg. neut. pronoun					
eq	ha	pron	it; 3rd sg. neut. pronoun				PE14/052.1611	
eq	i-	pref	she; 3rd sg. fem. pronoun					
eq	hi	pron	she; 3rd sg. fem. pronoun				PE14/052.1609	
eq	o-	pref	he; 3rd sg. masc. pronoun					
eq	u-	pref	he; 3rd sg. masc. pronoun					
eq	hu	pron	he; 3rd sg. masc. pronoun				MC/216.1502	
eq	tu²	pron	he	-			PE14/046.2303	
mq	e	pron	he, she, it		1		PE22/096.1709	
q	e	pron	one, (neut[er]) it, a thing	|	1		PE22/154.4401	
mq	é	interj	indeed				EtyAC/Ē.005	
eq	e-¹	pref	that by you		1		QL/034.7601	
mq	Ea	n	all that is, the World				PE22/122.4217	
q	Eä	n	Creation, the (Material) Universe, Cosmos, World; it is, let it be				Let/284.4009	
eq	ó-	vb	to be		1		QL/069.1901	
eq	e-²	vb	to be		1		PE14/051.1602	
mq	ye-	vb	to be		1		LR/072.1607	
mq	ea-	vb	to be; to exist, have being, be found extant in the real world				PE19/048.2818	
q	ëa-	vb	to be, exist				PE17/074.4215	
q	-ëa¹	suf	continuative present				PE17/077.1903-2	
q	-ëa²	suf	ordinal suffix				VT42/25.0804	
q	ëala	n	spirit (not incarnate), being		1		MR/165.2804	
q	Eälótë	proper-name	*Sea Flower				PM/143.1206	
q	Eämbar¹	proper-name	Sea-dwelling				UT/176.1505	
q	Eämbar²	proper-name	Creation as a Whole				PE17/105.3903	
nq	ëandë	n	surprise, feeling of surprise	!		Luinyelle		0.8.10.1
mq	eane sasse maire ma	phrase	*there was a rose				PE23/092.3000	
eq	Eanosse	collective-name	People of the Eagles				PE13/105.2301	
eq	eant	?	[unglossed]				PE12/027.2308	
mq	ëanta	phrase	he gives				PE23/076.1911	
mq	eantanet nyen	phrase	he gave it to me				PE23/095.0600	
eq	ea(r)	n	(young) eagle		1		GL/51.8104	
eq	earen	n	eyrie, (young) eagle		1		GL/51.8105	
mq	ear	n	(open) sea; water				Ety/AY.034	
mq	eare	n	(open) sea		1			
q	ëar	n	sea, great sea				CPT/1298.0204	
mq	Ilurambar	proper-name	Walls of the World				Ety/IL.015	
q	Eärambar	proper-name	Walls of Eä				MR/063.2210	
eq	vea qalume	phrase	the sea heaving				MC/214.0800	
q	ëar amortala	phrase	the seas heaving				MC/222.2300	
eq	lúnelinqe vear	phrase	in the flowing sea				MC/213.2500	
q	ëar-celumessen	phrase	in the flowing sea				MC/222.0500	
nq	ëarel	n	starfish, (lit.) sea-star	!		Delle		0.8.06
mq	earen	n	sea				Ety/AY.035	
q	eäron	n	ocean, great sea					
q	ëaren	n	ocean, great sea				PE17/027.2510	
eq	Earendel (Poem)	text						
eq	Earendel	masc-name					GL/51.8606	
eq	Yarendl	masc-name					QL/105.3801	
mq	Earendel	masc-name					LRI/Eärendel.001	
mq	Earendil	masc-name	Friend of the Sea				SD/237.2303	
q	Eärendil	masc-name	Lover of the Sea				LBI/Eärendel.007	
mq	Earendillinwe	proper-name	Short Lay of Earendel				TI/103.0101	
eq	Earendilyon	masc-name	Son of Eärendel				LT1A/Eärendel.145	
q	Eärendur	masc-name	Mariner, *(lit.) Servant of the Sea				Let/386.3705	
eq	yarendila	adj	like a sailor		1		QL/105.4001	
eq	yarendilyon	n	sailor		1		QL/105.4101	
q	ëarendur	n	(professional) mariner				Let/386.3705-1	
eq	Falassien	proper-name	Thursday		1		PE14/021.0402	
eq	Nessaran	proper-name	Thursday		1		PE14/022.1402	
eq	Poldosan	proper-name	Thursday		1		PE14/022.0703	
eq	Tulkassan	proper-name	Thursday		1		PE14/022.0702	
mq	Earenya	n	Sea-day, *Thursday				PM/130.1302	
q	Eärenya	n	Sea-day, *Thursday				LotR/1110.3505	
eq	vea falastane	phrase	the sea surging				MC/213.2700	
q	ëar falastala	phrase	the sea surging				MC/222.0700	
nq	ëarina	adj	of the sea	!		ABNW		0.6.9
mq	eari ullier i kilyanna	phrase	the seas poured into the chasm				LR/047.05045	
q	Eärnil	masc-name	*Lover of the Sea				LotRI/Eärnil.001	
q	Eärnur	masc-name	*Servant of the Sea				LotRI/Eärnur.001	
nq	ëarra	n	seal, sea lion	!		Luinyelle		0.8.04.3
q	ëarráman	n	great ship for sailing on the Great Sea				PE23/142.3604	
eq	Alqaráme	proper-name	Swanwing				LT2/254.1411	
eq	Earáme	proper-name	Eagle’s Pinion				GL/51.8403	
mq	Earráme	proper-name	Sea-wing				Ety/AY.043	
q	Eärrámë	proper-name	Sea-wing				LT2I/Eärrámë.001	
nq	ëassar	n	pearl, (lit.) sea-pebble/stone	!	1	Elaran		0.8.00
nq	ëarsil	n	pearl, (lit.) sea-sheen	!		Paul Strack		0.8.03
mq	earuile	n	seaweed				Ety/UY.009	
q	Eärwen	fem-name	*Sea-maiden				MRI/Eärwen.001	
eq	Easindi	place-name	Eagle-stream				PE13/105.2401	
eq	nasta	n	existence, being, creature		1		QL/064.2301	
mq	yeste	n	being, existence	|	1		PE22/123.2916	
mq	easte	n	being, essence		1		PE22/123.0704	
nq	ëasta	n	existence, being	^			PE22/123.0704	0.6.5
nq	ëavëa	adj	universal, natural	!	1	NQ-Wiki		0.6.9
eq	lata-	vb	to be able to (used of opportunity, permission)		1		PE15/67.3003	
q	ec-	vb	to have a chance of; may, can				VT49/20.0814	
mq	ecarnetin ar mecarnensin	phrase	*he made them and they made the other them	|			PE23/091.5600	
nq	ecca	n	hole, *lair	!		Helge Fauskanger		0.6.6
eq	ektar²	n	hawthorn, thorn		1		PME/035.2305	
eq	nehta	n	hawthorn		1		PE16/140.1601	
eq	tarasse	n	hawthorn		1		PME/087.7109	
nq	eccahta	n	hawthorn, (lit.) thorn-hedge	!		Paul Strack	PME/035.2305	0.6.5
nq	eccalda	n	cactus, (lit.) spine tree	!		Orondil		0.8.03
nq	eccan-	vb	to proclaim, assert, (lit.) forth-call out	!		Röandil, Luinyelle		0.8.04
nq	eccat-	vb	to fashion, make	!	1	Boris Shapiro, PPQ		0.6.9
q	ecces-	vb	to find out, bring out by examining or eyeing[?]				PE17/156.2812	
eq	ekkia	adj	thorny		1		QL/035.1501	
nq	eccoia	adj	thorny	^			QL/035.1501	0.6.5
nq	eccol-	vb	to export	!		Orondil		0.8.00
nq	eccuinu-	vb	to awake, wake up	!				0.6.6
q	ecellë	n	urchin, hedgehog				NM/336.1609	
q	ecë nin?	phrase	please, may I?				VT49/20.0907	
q	ecë nin care sa	phrase	I can do that				VT49/20.0813	
nq	ecesta	n	opportunity, chance	!		Tamas Ferencz		0.6.9
eq	ekte	n	sword		1		GL/18.7101	
eq	ehta²	n	sword-point		1		PE13/158.4905	
q	ecet	n	short stabbing sword				UT/284.0908	
q	ecuva nin carë sa nöa	phrase	I ‘may’ do that tomorrow, I have a chance of doing that [tomorrow]				VT49/20.0912	
mq	khus-	vb	to come up, emerge	-	1		PE22/127.3113	
mq	ef-	vb	to emerge (especially from water)	|			PE22/127.3301-2	
nq	ef-	vb	to emerge (especially from water)				PE22/127.3301-2	0.6.5
mq	efarále	phrase	[he] hunts you				PE22/110.2308	
mq	ehta-	vb	to stab	|			PE22/127.3506	
nq	ehta-	vb	to stab				PE22/127.3506	0.6.5
eq	ehtaráma	adj	having a wing like a sword				PE14/075.3201	
eq	elt	n	spear					
eq	elk	n	spear		1		PME/035.5311	
eq	eska	n	spear, spike		1		QL/036.6201	
mq	ehte	n	spear				Ety/EK.005	
eq	ektele	n	fountain		1		GL/31.6906	
eq	ehtil	n	spring, fount, source		1		PE13/136.6105	
mq	ehtele	n	spring, issue of water				Ety/ET.010	
q	ehtelë	n	spring, issue of water				SA/kel.027	
eq	kektelu-	vb	to bubble up	†	1		QL/046.3601	
mq	ehtelu-	vb	to well, bubble up				PE22/103.1611	
nq	ehten	n	outlook, sight, view, spectacle	!		Tamas Ferencz		0.6.9
nq	ehtipolca	n	porcupine, (lit.) spike-pig	!		Dírheron		0.7.2
eq	mektar	n						
eq	ektar¹	n	swordsman		1		LT1A/Telimektar.034	
eq	ehtar	n	swordsman, warrior; sword		1		PE13/158.5703	
mq	ehtyar	n	spearman				Ety/EK.007	
mq	ekaritu	phrase	*he makes the pair	|			PE23/091.5301	
mq	ekarnentu	phrase	*he made the pair	-			PE23/091.5304	
mq	ekarnetu ar mekarnenthu	phrase	*he made the pair and they made the other pair	|			PE23/091.5400	
eq	Vai	proper-name	Outer Ocean				GL/21.3305	
eq	Vaitya	proper-name	Outermost Airs				GL/21.4305	
mq	Vaiya	proper-name	Outer Sea, Enfolding Ocean				Ety/GEY.037	
q	Ekkaia	place-name	Outer Sea				MR/157.0809	
mq	ekkaira	adj	?out-far				Ety/KHAYA.010	
