lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
en	doirion ar neirion	phrase	*lord and hero				PE13/161.5304	
g	dol-	vb	to dig		1		GL/30.2701	
g	dolc	adj	deep		1		GL/30.3101	
g	dólin	n	song		1		GL/29.7201	
g	nôl	n	head		1		GL/61.1701	
en	nod	n	head		1		PE13/150.8201	
g	dolm	n	pit		1		GG/08.1101	
g	dolfa	n	mole		1		GL/30.3201	
g	doldrin	n	mole		1		GG/08.1301	
g	dolmeg	n	mole		1		GL/30.3205	
en	dam(b)	adj	blind		1		PE13/141.7701	
g	don	pron	who		1		GL/30.3901	
g	dôn	?	[unglossed]				GL/30.3701	
g	dôr	n	land, country (inhabited), people of the land				GG/08.0701	
en	dôr	n	land, country				LB/275.2401-1	
g	Dor Aivrin	place-name					GL/30.5005	
g	Ladwen-na-Dhaideloth	place-name	Heath of the Sky-roof				LT2/287.0601	
g	Dor-na-Dhaideloth	place-name	[Land of] Heaven Roof				LT2/287.2010	
en	Dor-na-Dhaideloth	place-name	[Land of the] Vault of Heaven				LB/049.2902	
g	Gar Eglos	place-name		-			LT1/021.3202	
g	Dor Edloth	place-name		-			LT1/021.3204	
g	Dor Uswen	place-name		-			LT1/021.3206	
g	Dor Faidwen	place-name	Land of Release				GL/30.5003	
g	Cuilwarthon	place-name	Dead That Live Again				LBI/I·Guilwarthon.001	
g	dorven	n	landscape, scene, *(lit.) land-shape		1		GL/30.4601	
g	Dor Gwalion	place-name					GL/30.5007	
g	dori	n	queen	-	1		GL/30.5301	
g	Dor Athro	place-name	Land Beyond				LT2/041.3412	
g	Doriath	place-name					LT1/196.1207	
en	Doriath	place-name					LBI/Artanor.005	
g	Dor Lalmin	place-name					GL/30.4909	
g	Garioth	place-name	Land of Shade				GL/20.2007	
g	Mathusdor	place-name	*Twilight Land				LT2/202.1603	
g	Dor Lómin	place-name	Land of Shadow				GL/20.1405	
g	Dor na Maiglos	place-name					GL/56.1503	
en	Dor-na-Maiglos	place-name					LB/049.2910	
en	Dor-na-Fauglith	place-name	Plain of Thirst				LB/039.1305	
g	Dor-tathrin	place-name	Land of Willows				LBI/Dor-tathrin.001	
g	dortha-	vb	to settle				GL/30.5701	
en	Dorwinion	place-name					LBI/Dor-Winion.001	
g	dos	adv	when		1		GL/30.4201	
g	doth	n	drizzle, damp, moisture	-	1		GL/30.6101	
g	dothli	n	drizzle	-	1		GL/30.6201	
g	drab	n	labour, toil, irksome work				GL/30.6301	
g	drab-	vb	to labour, work; (impersonal) to irk, annoy				GL/30.6401	
g	drabri	adj	labouring		1		GL/30.7201	
en	dram(b)	n	heavy blow				PE13/142.4001	
g	drambor	n	thudder				LT2A/Dramborleg.014	
g	Dramborleg	proper-name	Thudder-sharp				LT2/203.0501	
g	ulug²	n	wolf					
g	urc	n	wolf		1		GL/74.7908	
en	Draugluin	masc-name	Werewolf Pale				LB/205.2902	
g	drauth	adj	weary, toilworn, tired		1		GL/30.6801	
en	drauth	n	labour				PE13/142.4201	
g	drautha-	vb	to weary, tire out				GL/30.6901	
g	drauthos	n	toil, weariness from labour		1		GL/30.6601	
g	drauthiol	adj	arduous, labourious		1		GL/30.7301	
g	Drauthodavros	masc-name	Weary Forest	#			LT2/089.4112	
g	flig-	vb	to hew		1		GL/33.8001	
g	pelectha-	vb	to hew		1		GL/64.0301	
en	dre	adj	wearisome, irksome				PE13/150.6904	
g	drib-	vb	to rot, decay, wear out				GL/30.7401	
g	dribin	adj	worn out		1		GL/30.7601	
g	drim	n	dew		1		GL/30.7701	
g	adrum	n	hammer					
g	odrum	n	hammer		1		GL/62.3801	
g	palta-	vb	to beat		1		GL/63.6801	
g	drinn	n	ring, disc	†	1		GL/30.7801	
g	drintha-	vb	to turn (tr.), twist		1		GL/30.8001	
g	drint	n	twist, wrench, turn				GL/30.8201	
g	driod	n	heroism, valour		1		GL/30.8601	
g	driothweg	n	hero, warrior					
g	driodweg	n	hero, warrior		1		GL/30.8303	
g	driothwen	n	heroism, valour					
g	driodwen	n	heroism, valour		1		GL/30.8603	
g	driog	adj	valiant		1		GL/30.8801	
g	drith	n	savour, smell, flavour; suggestion, inkling				GG/08.1401	
g	drith-	vb	it smells, smacks of, savours of				GL/31.0101	
g	drô	n	wheel track, rut				GL/31.1301	
g	drogod	n	slavery, bondage, thraldom				GL/31.0701	
g	drogla	n	cart		1		GL/31.1101	
g	drogol	adj	servile, slavish; base, mean					
g	drogwed	adj	servile, slavish; base, mean				GL/31.0401	
g	drogwin	n	slave woman				GL/31.0601	
g	drû	n	wood, forest					
g	drui	n	wood, forest		1		GL/31.1501	
en	dron	n	wood		1		PE13/142.6301	
g	Dronúrin	masc-name	Messenger of the Gods				GL/31.0801	
g	dual nouns	grammar					GG/10.3210	
en	dual nouns	grammar					GG/10.3210	
g	thug	n	[unglossed]				GG/12.4102	
g	num-	vb	to sink, decline, slope down, descend		1		GG/12.2802-1	
en	nuv-	vb	to sink, set	#	1		PE13/151.3705	
g	duivrad	n	canal		1		GL/31.2101	
g	duil¹	n adj	flight, power of flight; having power of flight, fledged				GL/23.0603	
g	duila-	vb	to fly		1		GL/31.2501	
g	duileg	adj	having power of flight, fledged				GL/23.0604	
g	duif	n	stream		1		GL/31.1901	
g	duivrant	n	aqueduct		1		GL/31.2001	
g	Duivon	fem-name		-			GL/31.3401	
g	dûl	adj	hollow		1		GL/30.3001	
g	dultha-	vb	to dine		1		GL/31.4001	
g	dum	adj	secret, not to be spoken				GL/31.4301	
g	dumgort	n	(evil) idol					
g	dungort	n	(evil) idol				GL/31.4201	
en	drú	adj	dark		1		PE13/142.6601	
g	duruin	adj	wooden					
g	durog	adj	wooden		1		GL/31.5101	
g	duru	n	wood; pole, beam, log		1		GL/31.4901	
g	Duruchalm	proper-name	Yule				GL/31.5304	
g	Halmadhurwion	proper-name					LT1/244.2010	
g	Halm na-dhuruthon	proper-name	Yule				GL/47.8701	
g	Durufui	proper-name	Yule, (lit.) Log-night				GL/31.5201	
g	dultha	n	supper, dinner		1		GL/31.3901	
g	dwindi	n	a swift (bird)	-			GL/31.3601	
g	Earendel	masc-name					PE13/104.0502	
g	-eg	suf	adjectival suffix	#				
g	-og	suf	adjectival suffix	#	1		GL/18.0501-2	
en	-eb	suf	adjectival suffix	#			PE13/108.7501-2	
g	egros	adv	distant, far away		1		GL/32.0907	
en	ech	adv	far away		1		PE13/142.7005	
g	Heborodin	place-name	Encircling Hills				LT2/166.4206	
g	cwivros	n	awakening		1		GL/29.1101	
en	cuivros	n	awakening		1		PE13/141.3401	
g	cwivra-	vb	to awaken (intr.)		1		GL/29.1201	
g	ectha	n	sword		1		GL/18.8003	
g	ecthadra-	vb	to slay, put to the sword		1		GL/31.6001	
g	Ecthelin	fem-name					PE13/096.0808	
g	Ecthelion	masc-name	Lord of the Fountain				GL/31.7101	
g	ecthor	n	warrior, swordsman		1		GL/18.7905	
g	ed	prep	close by	-	1		GL/31.7601	
g	edh	prep	outside, near borders of, near, hard by, beside		1		GL/31.7701	
en	Egol	n	elf					
en	Idhel	n	elf					
en	Ileth	n	elf					
en	Uidhol	n	elf					
en	Uigol	n	elf					
en	Uidhel	n	elf, fairy		1		PE13/155.0901	
g	Edhofon	place-name					GL/20.4005	
g	faronwed	adj	foreign		1		GL/34.1601	
g	ethl(in)	n	ivy		1		GL/33.1101	
g	edhos	prep	just without, close by		1		GL/31.8301	
g	ufra	adj	outer		1		GL/74.3401	
g	aithr	n	thorn, †sword				PE13/108.9001	
en	aithr²	n	thorn, sword		1		PE13/136.6401	
g	eg¹	n	point		1		GL/31.6105	
g	-inci	suf	diminutive superlative		1		GG/16.0405	
en	egall	adj	very broad		1		PE13/142.7304	
g	Egalmoth	masc-name	Broadshoulder, Broad-back				GL/19.0403	
en	Egallmoth	masc-name	He of the Wide Shoulders				PE13/142.8201	
g	eleg	adj	other, else				GL/32.4001	
g	egelmion	adj	broadshouldered				PE13/113.3001	
g	elegrin	adj	different, strange		1		GL/32.4301	
g	egiont	adj	further, farther				GL/32.1201	
g	Egladrin	proper-name					GL/32.2001	
g	Eglamar	place-name	Elfinesse, Elfhome				GL/32.3101	
en	Eglamar	place-name	Elfland				LBI/Eglamar.001	
g	Egla	n	fairy, (lit.) being from outside		1		GG/09.2501	
en	eglann	adj	very wide		1		PE13/142.7501	
g	egli(n)	n	needle				GL/31.6106	
g	Eglothrim	collective-name					GL/28.6401	
g	estirion	n	pinnacle, tower					
g	est(i)rin	n	pinnacle, tower		1		GL/31.6501	
g	hai³	interj	go!, hence, begone, away		1		GL/47.7301	
g	haiva	interj adv	hence!, begone, be off; (as av.) away, hence, off				GL/21.0606	
g	elc	adv n	else, something else		1		GL/32.5101	
g	el	conj	or		1		GL/32.5001	
en	egos	n	distance		1		PE13/142.7307	
g	egra	adj	distant, far away		1		GL/32.0901	
g	egrin	adj	wide, vast, broad; far		1		GL/19.0407	
en	egren	adj	distant		1		PE13/142.7203	
g	egriol	adj	excessive				PE13/113.3201	
g	egwed	adj	far, distant		1		PE13/113.3501	
en	ai-	pref	[unglossed]					
en	ei-	pref	[unglossed]				PE13/161.6001	
g	hetheglon	n	daisy		1		GL/49.1201	
g	aitha-	vb	to prick, sting		1		GL/18.8201	
en	eithra-	vb	to prick, stab		1		PE13/143.0101	
g	aithog	adj	thorny		1		GL/18.7307	
g	aithra	adj	piercing, sharp; thorny		1		GL/18.7301	
g	aitheb	adj	sharp, piercing		1		PE13/108.7501	
en	eitheb	adj	thorny, sharp		1		PE13/136.4301	
g	aithyl	n	spring		1			
g	aithl	n	spring				GL/18.8501	
en	aithl	n	spring, fount, source		1		PE13/136.6101	
en	eithlios	n	fountain					
en	ethlios	n	fountain					
g	ecthel(uin)	n	fountain, fount		1		GL/25.7308	
en	eithlos	n	fountain		1		PE13/142.9101	
g	aithla-	vb	to spring (from), issue forth, bubble up		1		GL/18.8601	
en	eithla-	vb	to spring, well forth	#			PE13/158.7704	
en	eithlod	n	springing, welling forth				PE13/158.7701	
g	eithlos	n	family		1		PE13/113.6101	
g	eithweg	n	ancestor, †father, sire					
g	eithog	n	ancestor, †father, sire				PE13/113.6501	
g	aithos	n	thorn bush		1		GL/18.7201	
g	erthi	adv	also, as well, besides, too					
g	arthi	adv	also, as well, besides, too		1		GL/17.0704	
en	e(i)ngion	n	spearman, †warrior		1		PE13/143.1701	
g	aith(i)or	n	warrior, swordsman	†	1		GL/18.7801	
en	aithr¹	n	spearman, warrior	†	1		PE13/136.4303	
g	aithrog	n	warrior		1		PE13/109.0102	
g	aithron	n	warrior, †swordsman		1		GL/18.7501	
g	aithweg	n	warrior		1		PE13/109.0101	
en	eithron	n	warrior				PE13/143.0501	
en	elaig-	vb	to shield, ward off, protect				PE13/158.8504	
g	Timbridhil	fem-name	Queen of Stars				GL/18.5602	
en	Timbridhil	fem-name	Queen of Stars				LBI/Timbridhil.001	
en	Corthûn	place-name					LB/021.3901	
g	elfel	adj	different, like something else		1		GL/32.4302	
en	elirdhi	n	cruelty				PE13/164.6801	
g	Ellon	masc-name					LT2I/Ellon.001	
g	elt¹	n	change		1		GL/32.7101	
g	elt²	n	dig, poke (probe), tug, lug	-			GL/32.7104	
g	Eltas	masc-name					LT1I/Eltas.001	
g	eltha	adv	or, otherwise		1		GL/32.4101	
g	eltha-	vb	to alter, change		1		GL/32.6801	
g	el(u)m	interj	think of that!		1		GL/32.4801	
g	elma-	vb	to marvel at, admire		1		GL/32.4901	
en	elvain(n)	adj n	wondrous, marvelous, wonderful; wonder(ful thing), marvel				PE13/143.0901	
en	elvennai	adj	wonderful, marvelous		1		PE13/143.1001	
g	elm(en)	n	wonder; singular, marvelous or unique thing; something strange		1		GL/32.4601	
en	elven	n	wonder, wonderment				PE13/143.0801	
g	Ailwing	fem-name	Lake Foam				GL/17.7901	
g	Elwing	fem-name	Lake Foam				GL/17.7905	
g	amaith	n	mother					
g	amil	n	mother		1		GL/19.3601	
g	En	masc-name					LT2A/Ilúvatar.010	
g	en	pron	that by you, that already mentioned (by you), that past				GL/32.8301	
en	en	conj	*then				PE13/128.1201	
g	entha-	vb	to name, call, indicate, point out		1		GL/32.9301	
g	-in²	suf	adjective ending				GL/38.0801-2	
g	enuith	n	title					
g	enos	n	title		1		GL/32.7901	
g	Eneadur	place-name					LT2I/Eneadur.001	
g	Eneathrim	collective-name					LT2I/Eneathrim.001	
en	eneg	cardinal	*six				PE13/128.1204	
g	enn	n	name		1		GL/32.8001	
g	eng	adj n	smooth, level		1		GL/32.8901	
g	eng(a)	n	plain, vale		1		GL/32.9001	
en	engluid	collective-noun	Stonefaces				MC/217.1801	
en	engluid eryd argenaid	phrase	the Stonefaces searched over mountains				MC/217.1800	
g	engri	n	flat surface, level, plane		1		GL/32.9201	
g	nosta-	vb	to be born		1		GL/61.3601	
g	entha	adv	there by you, thither				GL/32.8501	
en	enne(i)rion	n	adversary, rival				PE13/160.2101	
g	gôma	adv	by name, nicknamed		1		GL/37.5301	
g	en nin·ista mai	phrase	I am well aware of that				GL/52.0903	
g	tarnon	n	porter				GL/69.4001	
en	ennion	n	porter, doorkeeper				PE13/143.1901	
en	Ennyn Awest	proper-name	Gates of Summer				PE13/143.2101	
g	ath	pron	they, 3rd pl. pronoun					
g	atha¹	pron	they, 3rd pl. pronoun				GL/20.5001	
g	enwiol	adj	nominal				GL/32.7701	
g	heb	prep	round about, around				GL/48.5801	
en	heb	prep	about; ?from				MC/217.2303	
g	Tavrost	place-name	Haywood				LT1A/Tavrobel.043	
g	Tavrobel	place-name	Wood Home				GL/64.0609	
g	er	adj	one				GL/32.9501	
g	Ermabwed	masc-name	One-handed				LT2/034.2401	
en	Ermabwed	masc-name	One-handed				LB/119.0502	
g	ereg	adj	alone, only		1		GL/33.0701	
g	erethog	adj	isolated, solitary, lonely					
g	erethrin	adj	isolated, solitary, lonely		1		GL/33.0101	
g	Angorodin	place-name	Iron Mountains				LB/049.0904	
en	Aiglir Angrin	place-name	Iron Mountains				LB/049.0705	
en	Eiglir Engrin	place-name	Iron Mountains, Iron Hills				LB/033.2704	
g	pim	n	bead, any small round thing, seed		1		GL/64.2101	
g	criscolas	n	holly, (lit.) *sharp-leaf		1		GL/27.2501	
g	sempios	n	holly, (lit.) *red-berry		1		GL/67.4001	
g	Tol Erethrin	place-name	Lonely Isle				GL/28.6705	
g	ereth	n	solitude, oneness, loneliness				GL/32.9701	
en	rhó-	vb	to arise		1		PE13/152.6701	
en	amrosta-	vb	*to rise					
en	rhosta-	vb	*to rise		1		PE13/159.5804	
g	orost	n	rising, sunrise					
g	oros	n	rising		1		GL/62.8902	
en	orost	n	?rising		1		PE13/151.9101	
g	Eriol	masc-name					PE11/17.0401	
en	Erithámrod	masc-name	Unbending, (lit.) Very-Stubbornness				LB/037.1204	
g	ert	adv	once, once only		1		GL/33.0901	
g	erth	n	wish		1		PE13/116.2301	
g	er(e)tha-	vb	to isolate; to rob, deprive		1		GL/33.0401	
g	ermin	n	desert, waste					
g	armin	n	desert, waste		1		GL/20.2601	
en	esk	n	sharp upstanding rock in water					
g	esc	n	sharp point, sharp edge				GL/31.6301	
en	esg	n	sharp upstanding rock in water		1		PE13/143.2701	
en	Esgalduin	place-name	Elf-river				LB/076.1902	
g	enwa-	vb	to be called, be named					
g	enu-	vb	to be called, be named		1		GL/32.7801	
g	embrin	adj	by name, named	-	1		GL/32.7601	
g	em	adj	named, called by name		1		GL/32.7401	
g	hodhir	n	hope		1		GL/47.5501	
g	ûna	n	hope		1		GL/75.0701	
g	ûthi	n	outside		1		GL/74.3201	
en	Ethlon	masc-name					SMI/Ethlon.001	
g	Evranin	fem-name					LT2I/Evranin.001	
g	Evromord	masc-name					LT1I/Evromord.001	
g	Fâ	place-name	lower airs				GL/33.1401	
g	paglos	n	parchment				GL/63.5801	
en	fadhw	n	parchment				PE13/146.2007	
g	fadrog	adj	tiresome		1		GL/33.3601	
g	fadro(n)	adj	too much	-			GL/33.3301	
g	fech	adj	bad					
g	fêg	adj	bad, poor, wretched				GG/16.0701	
en	feg	adj	bad		1		PE13/125.1401	
g	ladinios	n	equity		1		GL/52.4001	
g	Failivrin	fem-name	*Sheen of Ivrin				GL/33.6101	
en	Failivrin	fem-name	*Sheen of Ivrin				LB/076.3105	
g	gumlaith	n	weariness of spirit, depression, grief		1		GL/43.4001	
g	fag-	vb	to cut		1		GL/33.4101	
g	fagin	adj	cut				GL/33.4201	
g	Faidron	masc-name	Francis				GL/33.7401	
g	faig	adj	cruel				GL/33.4501	
g	faigli	n	hair, long tresses		1		GL/33.4901	
g	Faiglim	proper-name					GL/20.7403	
g	faiglim	adj	having long hair		1		GL/33.5201	
g	Faiglindra	fem-name	Long-tressed				GL/33.5402	
g	faiglion	adj	having long hair		1		GL/33.5101	
g	faigri	n	cruelty				GL/33.4701	
g	fail	adj	pale, pallid		1		GL/33.5801	
g	Failin	proper-name					GL/33.6001	
g	failtha-	vb	go pale				GL/33.5701	
g	failthi	n	pallor		1		GL/33.5901	
g	faina-	vb	to get free		1		GL/33.7201	
g	fair	adj	free, unconstrained		1		GL/33.6701	
g	fairtha-	vb	to set free, release		1		GL/33.6901	
g	fairthos	n	liberty		1		GL/33.7001	
g	faith	n	liberty		1		GL/33.7101	
g	basbotha-	vb	to splash		1		GL/22.1601	
g	fasca-	vb	to splash, sprinkle		1		GL/34.3201	
g	basbos	n	splash		1		GL/22.1501	
g	falas	n	beach					
g	falos	n	sea-marge, surf, coast, line, beach; margin, fringe, edge		1		GL/33.8501	
g	Falas-a-’Wilb	place-name	Beach of Peace				LT2A/Falasquil.028	
g	Falathron	masc-name	Ossë				GL/33.8303	
g	falc	n	cleft, gash; cleft, ravine, cliffs		1		GL/33.7701	
en	falch	n	cleft, ravine				PE13/143.2901	
g	falchon	n	great two-handed sword, twibill				GL/33.7501	
g	falchor	n	cliffs					
g	falchos	n	cliffs		1		GL/33.7801	
g	falm	n	breaker, wave		1		GL/33.8701	
g	Falmon	masc-name	Ossë				GL/18.4405	
g	faltha-	vb	to strip, despoil, rob, make bare		1		GL/33.8901	
g	Famfir	masc-name	Lord of the Winds				GL/18.3303	
g	fanc	n	cut		1		GL/33.4301	
g	fang	n	(long) beard				GL/21.6901	
en	fang	n	beard				PE13/143.3501	
g	Fangluin	masc-name	Bluebeard				LT2/229.3908	
en	Fangros	place-name					LB/049.0302	
g	Fanthor	masc-name					GL/18.5001	
g	fant	adj	crooked, bent, bowed		1		GL/34.1101	
g	tuim	n	steam		1		GL/71.7801	
g	Lathweg	masc-name		-			LT1/222.2402	
g	Fanuin	masc-name	Year				LT1/217.2403	
g	fad	adv	enough		1		GL/33.3001	
g	fadriol	adj	sufficient					
g	fadrin	adj	sufficient		1		GL/33.3201	
g	far	adv	yet, however				GL/34.2101	
g	far-	vb	to separate, sever, divide; to depart, leave				GL/34.2201	
g	soros	n	ash-tree		1		GL/68.3901	
g	farc	n	split, crack; division, quarrel		1		GL/34.1801	
g	farn	n	mark, boundary; shore		1		GL/34.2001	
en	farn	?	[unglossed]				PE13/143.3701	
g	far(o)n	adj	separate, different, strange				GL/34.1901	
g	faronweg	n	foreigner (m.)		1		GL/34.1701	
g	faronwin	n	foreigner (f.)		1		GL/34.1702	
g	faroth	n	boundary		1		GL/34.2501	
g	fadra-	vb	to sate, weary, ‘feed up’		1		GL/33.3401	
g	fartha-	vb	to divide (tr.)				GL/34.2401	
g	fadin	adj	sated, saturated		1		GL/33.3101	
g	fadros	n	satiety, weariness of anything		1		GL/33.3501	
g	fas-	vb	to wash		1		GL/34.2701	
g	fasc	adj	clean		1		GL/34.2901	
g	fass	n	tassle					
g	fath	n	tassle		1		GL/34.3401	
g	fast²	n	holder, stand	-			GL/33.2101	
g	fidhrad	adj	hairy, hirsute		1		GL/35.1801	
g	fath²	n	possession, property; rights, legality	-	1		GL/33.1901	
g	fathli	n	tasselled fringe		1		GL/34.3501	
g	fathrin	adj	tasselled		1		GL/34.3701	
g	fathwed	adj	tasselled		1		GL/34.3601	
g	fau-	vb	to smell, give off a smell		1		GL/34.3801	
g	luib	adj	thirsty		1		GL/55.2201	
en	faug	adj	thirsty				PE13/138.1801-2	
g	faug²	n	wood smoke		1		GL/34.4301	
g	fafli	n	bladder		1		GL/33.4001	
g	luibri	n	thirst					
g	luist	n	thirst		1		GL/55.2301	
g	maiglos	adj						
g	maig	adj	thirst		1		GL/56.1401	
en	faus	n	thirst				PE13/143.4201	
g	faust	n	smell, odour (neither pleasant nor unpleasant)		1		GL/34.4001	
g	feth	n	one breath		1		GL/35.0401	
g	faf-	vb	to puff, blow, pant		1		GL/33.3701	
g	Fionor	masc-name	Goblet Smith				GL/35.3601	
g	Feanor	masc-name					LBI/Fëanor.001	
g	fecthi	adj	less bad; baddish, naughty				GL/34.6401	
g	fedhril	n	one bound by oath [f.]		1		GL/34.4802	
en	fedhui	adj	[unglossed]				PE13/142.2004	
g	fegla	adj	worse				GL/34.6001	
g	fegrin	adj	free		1		QL/037.7902	
g	feigien	adj	worse				PE13/114.1002	
en	fion	n	mortal man		1		PE13/143.5101	
g	fectha-	vb	to destroy, ruin, spoil		1		GL/34.6101	
g	fecthir	n	destroyer, slayer; bane	†	1		GL/34.6201	
en	Felagoth	masc-name					LB/169.0306	
en	Felagund	masc-name					LB/169.0310	
g	feltha	adj	similar, like		1		GL/34.6701	
g	felu-	vb	to seem		1		GL/34.7401	
g	felweg	n	one’s fellow or equal, rival				GL/34.7701	
g	feng	n	arrow, war arrow		1		GL/34.7801	
g	fenlug	n	snake	-	1		GL/34.8501	
g	fent	n	snake		1		GL/34.8101	
g	Fenthur	masc-name	King of Serpents				GL/34.8601	
g	fesc	adj	itching, irritating		1		GL/34.8801	
g	fesca-	vb	to itch, irritate		1		GL/34.8901	
g	fess	n	itch, itching				GL/34.8701	
g	fi-	pron	you, 2nd-person singular				GL/35.0501	
g	fî	n	[unglossed]				GG/14.2801	
g	fidhra	n	collective hair		1		GL/35.2001	
g	fidhrin	adj	haired	#	1		GL/54.7201-2	
g	fuin²	adv	worse					
g	fien	adv	worse				PE13/114.0902	
g	filc	n	fern					
g	fileg	n	fern		1		GL/35.0801	
g	bilin(c)	n	small bird, sparrow		1		GL/22.9001	
g	fim	adj	clever, right hand		1		GL/28.8501-2	
g	finwi	n	skill					
g	fimli	n	skill		1		GL/28.8601-2	
g	fimlios	n	skilfulness				GL/35.1501	
g	fith	n	single hair		1		GL/35.1701	
en	fîr	n	a hair		1		PE13/143.5501	
en	final [lð] became [lt]	phonetic-rule						
g	[ll] became [l] lengthening preceding stressed vowel	phonetic-rule						
g	final [nn], [ss] shortened in polysyllables	phonetic-rule						
g	final voiceless spirants restopped after consonants	phonetic-rule						
g	final [nw], [lw], [tw] became [m], [lb], [du]	phonetic-rule						
g	final [nw] became [m]	phonetic-rule						
g	final [θ] sometimes became [s]	phonetic-rule						
g	final [n] sometimes became syllabic	phonetic-rule						
en	[v] vanished after [u] finally and before [i]	phonetic-rule					PE13/132.3003	
g	final [w] usually became [u]	phonetic-rule						
g	finig	n	trick		1			
g	finc	n	trick				GL/35.1401	
en	finn	n	hair					
g	finn	n	lock of hair				GL/35.2101	
en	find	n	hair				PE13/143.4901	
en	Finduilas	fem-name					LB/081.1402	
g	fing	adj	narrow		1		GL/35.2301	
g	finnil	n	tress					
g	fingl	n	tress		1		GL/35.2201	
g	fingli	n	narrow place, straits, sound, pass in mountains		1		GL/35.2401	
en	Golfin	masc-name					LBI/Golfin.001	
en	Fingolfin	masc-name					LBI/Fingolfin.001	
g	Fingolma	masc-name					LBI/Fingolma.001	
en	Finweg	masc-name					LB/080.3102	
g	fini(o)s	n	larch				GL/35.2601	
g	fintha-	vb	to twist; to deceive, cheat, take in		1		GL/34.1107	
g	findel	n	tress				GL/26.1401-2	
en	Finrod	masc-name					LBI/Finrod.001	
g	fintha	pron	thine	-			GL/35.0601	
g	finthi	n	idea, notion		1		GL/35.1101	
en	Finn	masc-name					LBI/Finn.001	
g	fion	n	bowl, goblet		1		GL/35.3301	
g	fiont	adj	least	-			GL/35.4201	
g	fiont(ha)	adj	later				GL/35.4001	
g	Fionweg	masc-name					GL/18.4703	
g	fir	adj	less	-			GL/35.4101	
g	fîr	adj	late				GL/35.3801	
en	fion(n)iel	n	(fem.) mortal man					
g	idhril	n	*Man (f.)					
g	idhwin	n	*Man (f.)		1		GL/50.3104	
en	fionwin	n	woman; (fem.) mortal man		1		PE13/143.5201	
g	idhrog	n	*Man (m.)					
g	idhweg	n	*Man (m.)		1		GL/50.3101	
en	fionweg	n	a man		1		PE15/62.1214	
g	flad	n	sward, grass		1		GL/35.4401	
g	fladweth	n	meadow, grassland					
g	fladwen	n	meadow, grassland		1		GL/35.4501	
g	Fladweth Amrod	place-name	Nomad’s Green				GL/19.5104	
en	flair	?	[unglossed]				PE13/143.5801	
en	flaith	?	[unglossed]				PE13/143.6001	
g	flant	n	expression of scorn, leer, sneer				GL/35.5501	
g	flantha-	vb	to scorn, utterly despise		1		GL/35.5201	
g	Flanthog	masc-name					GL/22.5207	
g	flass	n	sea-marge, surf; foam; margin, ragged margin, fringe		1		GL/35.5601	
g	flathrin	adj	foamy, tasseled				GL/35.6101	
g	Flathweg	masc-name					GL/18.4501	
g	flathwing	n	scud, spray, spindrift					
g	flathwi	n	scud, spray, spindrift		1		GL/35.5801	
g	flathnir	n	foam fay					
g	flathwin	n	foam fay		1		GL/35.6201	
g	flidhra	adj	‘willowy’, graceful				GL/35.6301	
en	flinn	adj	fleet-footed, swift					
en	flind	adj	fleet-footed, swift				PE13/143.6201	
en	Flinding go-Fuilin	phrase	Flinding son of Fuilin				LBI/Flinding.010	
g	Flosibrim	collective-name					GL/32.3604	
g	floss	n	breaker		1		GL/35.6701	
en	floth	?	[unglossed]				PE13/143.6401	
g	fluim	n	(black) smoke, reek		1		GL/35.7001	
g	Fluithuin	proper-name					LT2I/Fluithuin.001	
g	fo	n	a clan				PE13/117.2601	
g	fô	n	snow		1		GL/35.7301	
g	fod	n	end, butt, bottom		1		GL/35.8001	
g	fodra	adj	the last, latest, endmost		1		GL/35.8301	
g	fodra-	vb	to bring to an end, end, finish; to come to an end, end, finish		1		GL/35.8101	
g	fôf	n	fool				GG/09.1403	
g	folc	adj	evil-smelling		1		GL/36.0301	
g	folorin	n	winter		1		GL/35.9001	
g	foltha-	vb	to emit smoke, smoulder, reek		1		GL/36.0101	
g	fôr	n	gulf, gap		1		GL/36.0401	
g	Gwasgonin	collective-name	Winged Helms				LT2/334.2306	
g	Forodwaith	collective-name	Men of the North				LT2/313.2510	
g	forog	n	enemy		1		GL/36.0601	
g	fôs	n	bath		1		GL/34.2801	
g	Fôs Aura	proper-name	Sun’s Bath				GL/36.0706	
g	Fôs na Ngalmir	proper-name	Sun’s Bath				GL/36.0801	
g	Fôs’Almir	proper-name	Bath of Flame				GG/12.2504	
g	fost	n	odour		1		GL/34.4002	
g	fautha-	vb	to snow					
g	fôtha-	vb	to snow				GL/35.7501	
g	fofru	n	folly					
g	fofri	n	folly		1		GL/35.8701	
g	fofrin	adj	foolish				GG/09.1310	
en	gagl	adj	foolish		1		PE13/125.2201	
en	fraith	?	[unglossed]				PE13/143.6601	
g	fripthon	n	stalk		1		GL/36.1501	
g	fuctha-	vb	to smoke (over a wood fire)		1		GL/36.2101	
g	fug-	vb	to smoulder		1		GL/36.1801	
g	fugla-	vb	to smoke (a pipe)		1		GL/36.2401	
g	fugri	n	smother (of smoke)		1		GL/36.2001	
g	Fuil	fem-name	Queen of the Dark				GL/18.6301	
g	fui	n	night		1		GL/36.2501	
en	fuin	n	night				PE13/143.7001	
g	fô(tha)	n	hoard	-	1		GL/35.7308	
g	fufuin	n	hoard					
g	fund	n	hoard	-	1		GL/36.3001	
